100,3
0.831297916127369,0.878397023305297,0.996697695925832
0.267999784555286,0.519377740332857,0.138075041817501
0.626503307372332,0.658674510428682,0.550784688675776
0.453085268847644,0.130121469032019,0.310354649322107
0.870284509845078,0.298981156665832,0.187893036520109
0.851205754792318,0.629055170575157,0.503434203099459
0.256339777959511,0.565722825238481,0.706522312480956
0.805659330682829,0.85444916668348,0.761851961957291
0.407829731469974,0.705900063272566,0.389840239891782
0.497448803391308,0.229539432795718,0.233677750220522
0.584546892438084,0.746212789788842,0.0375152544584125
0.69490423053503,0.716252360260114,0.263948610983789
0.970833004219458,0.554570551495999,0.309993365779519
0.143752933945507,0.821587539277971,0.91458286345005
0.941557403188199,0.280694745713845,0.38932418753393
0.0425827451981604,0.577421048190445,0.852893519448116
0.467019535135478,0.72342973202467,0.815023455768824
0.012155722361058,0.396917247911915,0.0843952386640012
0.431170808617026,0.201631343690678,0.630852653412148
0.10875615850091,0.29560368321836,0.418543110368773
0.376989519689232,0.605284867109731,0.0620408321265131
0.244129497092217,0.949594551464543,0.923897880828008
0.544220702489838,0.0187381247524172,0.780844497028738
0.385759578086436,0.660643793875352,0.937264402862638
0.9331375292968,0.652013212908059,0.829029559390619
0.0901330690830946,0.434100290294737,0.0643811069894582
0.726792995817959,0.0736393763218075,0.757301647914574
0.712097107665613,0.509374469751492,0.0558443195186555
0.100523617351428,0.976747408974916,0.0243143872357905
0.860056561650708,0.342727919574827,0.730947893345729
0.811070790980011,0.242035591974854,0.314998431364074
0.86329850088805,0.338090773671865,0.108175322413445
0.672841563122347,0.954355430789292,0.930646638153121
0.240397442830727,0.225607065018266,0.54447819525376
0.0426191405858845,0.895884255878627,0.0185526930727065
0.788286477560177,0.30270567513071,0.396377220051363
0.867886485764757,0.123753356747329,0.447361708153039
0.206083959201351,0.267398197203875,0.843939346726984
0.992159276036546,0.584883012110367,0.602311750175431
0.436495351372287,0.227782137459144,0.540057779056951
0.671818326925859,0.302572501357645,0.497812816407531
0.988377516856417,0.776967128971592,0.0912269970867783
0.109255973249674,0.121977995382622,0.768866919213906
0.044476633425802,0.0309152926784009,0.542030562879518
0.977062347810715,0.539125364273787,0.202195428078994
0.945266660535708,0.0563026475720108,0.153392945881933
0.102695531677455,0.681813179515302,0.813654549187049
0.0150420346762985,0.603075081249699,0.44283236307092
0.369602379621938,0.132379499031231,0.648660484235734
0.513297070516273,0.341177927097306,0.35864831530489
0.364701522514224,0.026321095880121,0.355079726316035
0.345209342660382,0.606853806879371,0.320819426095113
0.574086802545935,0.733622894389555,0.0427360464818776
0.672727075405419,0.350109476130456,0.365067476639524
0.522735311184078,0.0533757030498236,0.60959193832241
0.262098890030757,0.0746761453337967,0.258004932897165
0.623406128259376,0.618495801696554,0.394987294450402
0.684351401403546,0.0385271466802806,0.37809969834052
0.0641903129871935,0.481283062836155,0.512200944358483
0.286100149620324,0.602361817844212,0.12406553607434
0.801498571410775,0.0329153349157423,0.114976123906672
0.60027690581046,0.422941827680916,0.226894203806296
0.306557707721367,0.833478151122108,0.419290292309597
0.544186864048243,0.238338077440858,0.956216036109254
0.641325361095369,0.720895024714991,0.715968303848058
0.0761534660123289,0.138470050878823,0.850605330895633
0.0827250480651855,0.924420741852373,0.610812945524231
0.805366588290781,0.393595056142658,0.775879957713187
0.873185235774145,0.584854989079759,0.838291823863983
0.136003893334419,0.88493235851638,0.689545047236606
0.352627665968612,0.0418504795525223,0.056480462430045
0.726503101177514,0.613483248511329,0.158112362259999
0.172093300847337,0.483290726551786,0.440492702880874
0.92636705795303,0.0949247113894671,0.958233576267958
0.33760836510919,0.537565513048321,0.500927969580516
0.604482154594734,0.333967643789947,0.655734367668629
0.818149920087308,0.591431029606611,0.802881279261783
0.941306852037087,0.575043707154691,0.5371024729684
0.502536460524425,0.258923562476411,0.218747195322067
0.157621660502627,0.952901676762849,0.344638218404725
0.704009726643562,0.930829162709415,0.778601516969502
0.828948648413643,0.326442308258265,0.946986568858847
0.628574951551855,0.410486859735101,0.864893299294636
0.56219223048538,0.792759321630001,0.933332852320746
0.0386751848272979,0.122897124150768,0.243092724587768
0.420904792612419,0.241831599269062,0.676893625408411
0.00505958497524261,0.0693283232394606,0.502889998722821
0.639116471866146,0.538882817840204,0.97137250425294
0.24620872666128,0.312398422276601,0.751286116661504
0.0344712061341852,0.462163709104061,0.685687573859468
0.0831277512479573,0.393052283674479,0.282002789899707
0.195522624300793,0.772817092016339,0.159307970432565
0.873015821678564,0.283152048941702,0.0134780665393919
0.893738913349807,0.397645323770121,0.844509437447414
0.664867305662483,0.0942211826331913,0.815229577478021
0.603600290371105,0.808945735450834,0.563323397887871
0.950363947078586,0.602341834688559,0.405557855498046
0.259761303663254,0.654937212588266,0.475103065837175
0.606857550796121,0.563233293360099,0.285137919243425
0.353195740142837,0.590525447856635,0.634458195418119
